BUSAGE,BUSTYPE,MAXLINEUTIL,DAYSDELQ,TOTACBAL,DEFAULT
48,B,0.4929,0,12323.35,N
58,A,0.4108,0,12326.01,N
39,A,0.8217,0,12326.25,N
42,A,0.3081,0,12326.59,N
26,A,0,0,12326.93,N
92,D,0,0,12327.95,N
65,A,0.3082,0,12329.45,N
402,A,0.879,0,12334.96,N
12,B,0,0,12335.81,N
140,A,0,0,12341.88,N
56,A,0.3526,0,12341.92,N
36,D,0.2468,0,12344.67,N
109,B,0,0,12345.2,N
64,A,0.2244,0,12345.99,N
126,B,0.6178,0,12356.43,N
73,B,0.3089,0,12357.16,N
34,C,0.2471,0,12357.4,N
141,A,0.9551,0,12358.99,N
221,A,0,0,12365.89,N
41,C,0.8246,0,12369.92,N
174,B,0.3865,0,12370.83,N
78,B,0.8248,0,12373.3,N
66,A,0,0,12374.62,N
326,A,0.825,0,12375,N
67,A,0.2475,0,12378.48,N
22,A,1.2385,0,12385.3,N
63,A,0.4128,0,12385.99,N
150,A,0,0,12386.92,N
52,B,0,0,12388.29,N
111,A,0.8258,0,12388.31,N
49,B,0.4955,0,12389.32,N
77,A,0.2479,0,12398.08,N
191,B,0.8269,0,12404.25,Y
120,A,0.3102,0,12408.32,Y
44,B,0.8274,0,12411.51,N
124,A,0.6206,0,12411.82,N
87,B,0,0,12412.96,N
29,A,0,0,12418.44,N
167,A,0,0,12419.09,N
39,C,0.4969,0,12423.82,N
91,A,0.2484,0,12424.63,N
70,A,0.4884,0,12426.15,N
186,D,0,0,12431.43,N
33,A,0.1243,0,12435.35,N
49,A,0.8291,0,12437.85,N
15,D,0.4146,0,12439.14,N
50,B,0,0,12439.64,N
68,A,0.8295,0,12443.35,N
37,B,0.2353,0,12443.89,N
62,A,0.4977,0,12444.48,N
204,B,0.8298,0,12448.14,N
100,A,0.2074,0,12448.63,N
85,A,0.83,0,12450.65,N
12,A,0.8301,0,12452.06,N
131,A,0.1245,0,12458.23,N
132,A,0.8305,0,12458.26,N
29,B,0.1661,0,12460.82,N
12,D,0.7854,0,12461.6,Y
142,B,0.4988,0,12471.93,N
247,A,0.2494,0,12474.01,N
137,B,0.5197,0,12474.95,N
112,A,0.4991,0,12477.54,N
40,A,0.6672,0,12478.13,N
,C,0.8319,0,12479.82,N
61,A,0.3242,0,12483.03,Y
110,B,0.8759,0,12485.93,N
151,A,0.8331,0,12496.95,N
127,B,0.8331,0,12497.34,N
115,B,0.6251,0,12503.37,N
370,C,0,0,12508.13,N
62,A,0.4169,0,12509.1,N
53,B,0.8339,0,12509.23,N
48,A,0.834,0,12510.38,N
78,B,0.5005,0,12512.72,N
28,A,0.2502,0,12512.95,N
48,D,0.8343,0,12514.87,N
44,A,0.8347,0,12521,N
59,C,0.8347,0,12521.04,Y
283,A,0,0,12524.43,N
38,B,0.835,0,12526.19,N
33,A,0,0,12527.23,N
42,A,0.2089,0,12534.3,Y
85,B,0.8356,0,12534.8,N
123,A,0.2507,0,12535.98,N
25,B,0.2508,0,12541.04,N
271,B,0.8363,0,12545.3,N
45,A,0,0,12548.68,N
93,C,0.6276,0,12552.98,N
48,B,0.8369,0,12554.22,N
74,A,0.1255,0,12555.91,N
41,D,0.2512,0,12562.13,N
187,A,0.4187,0,12562.36,N
24,A,0.1675,0,12566.69,N
85,B,0.8379,0,12569.42,N
36,A,0.4191,0,12575.96,N
274,A,0.3144,0,12577.21,N
43,B,1.2558,0,12580.27,N
115,A,0,0,12582.52,N
78,A,0,28,12585.91,Y
209,A,0,0,12588.92,N
37,C,0,0,12598.79,N
234,A,0,0,12599.79,N
39,A,0.504,0,12601.21,N
348,B,0,0,12605.37,N
69,A,0,0,12606.49,N
98,B,0.3152,0,12608.33,N
60,A,0.6306,0,12613.34,N
81,C,0.5046,0,12615.97,N
87,B,0.8414,0,12621.73,N
106,B,0.2525,0,12626.33,N
62,C,0.8422,0,12633.04,N
25,A,0.6317,0,12634.96,N
65,A,0.4211,0,12634.99,N
281,D,0,0,12635.35,N
172,A,0.2527,0,12636.05,N
48,A,0.6319,0,12638.8,N
38,A,0,0,12639.63,N
37,D,0,0,12640.77,N
12,B,0.8428,0,12642.74,N
13,A,0.8429,0,12644.26,N
70,A,0.2529,0,12646.66,N
13,A,0.8431,0,12647.24,N
149,B,0.6327,0,12655.2,N
38,A,0,0,12657.3,N
266,C,0.8441,0,12661.88,N
520,B,0.8443,0,12665.12,N
293,D,0.3166,0,12666.31,N
28,A,0.7631,0,12667.89,N
41,A,0.3873,0,12668.57,Y
54,B,0.6334,0,12669.38,N
62,A,0,0,12671.38,N
105,A,0.1267,0,12672.91,N
51,A,0,0,12674.64,N
539,C,0.0124,0,12681.25,N
204,B,,0,12682.58,N
56,A,0.8588,0,12683.77,N
42,B,0.5177,0,12685.09,N
94,B,0.8457,0,12686.35,N
56,A,0.8459,0,12688.96,N
47,A,0.6346,0,12692.87,N
281,A,0.6349,0,12699.84,N
30,A,0.8302,0,12703.37,N
198,D,0.1109,0,12706.77,N
17,A,0.5083,0,12708.47,N
43,B,0.6354,0,12708.85,N
66,A,0.4236,0,12710.48,N
54,A,0.5085,0,12713.38,N
25,A,0,0,12713.44,N
15,A,0.8475,0,12713.89,N
107,A,0,0,12715.56,N
148,D,0.848,0,12720.33,N
54,B,0,0,12725.57,Y
476,A,0.2545,0,12729.06,N
45,B,0.2546,0,12730.81,N
44,B,0.1273,0,12732.69,N
50,B,0.1697,0,12733.05,N
95,A,0.5095,0,12737.58,N
97,A,0,0,12738.26,N
255,B,0.3184,0,12738.67,N
12,C,0.2123,0,12743.44,N
82,A,0,0,12744.47,N
49,D,0.1275,0,12759.03,N
43,A,0.5703,0,12765.24,N
174,A,0,0,12766.71,N
25,A,0.5109,0,12773.84,N
47,A,0,0,12778.36,N
39,A,0,1,12787.08,N
50,A,0.2557,0,12788.53,N
12,D,0.8527,0,12790.7,N
99,D,0.853,0,12795.49,Y
62,B,0.8535,0,12803.38,N
64,A,0.7114,0,12805.8,N
47,B,0.9853,0,12810.18,N
47,A,0.2834,0,12812.24,N
19,B,0.3203,0,12813.11,N
39,A,0.8542,0,12813.97,N
12,D,0.6407,0,12815,N
200,C,0.2136,0,12816.52,N
62,A,0.1831,0,12820.89,N
53,A,0.1709,0,12822.88,N
100,A,0.8551,0,12827.29,N
40,B,0.3666,0,12831.25,N
49,B,0.8554,0,12831.52,N
66,A,0.1908,0,12838.55,N
24,A,0.4493,0,12842.34,N
271,C,0.5137,0,12843.16,N
96,B,0.9379,0,12851.7,N
199,A,0.6612,0,12853.84,N
77,A,0.2571,0,12855.51,N
43,A,0.857,0,12856.3,N
14,B,0.8571,0,12856.69,N
957,A,0.2143,0,12858.08,N
100,A,0,0,12858.61,N
82,A,0,0,12863.59,N
169,B,0.6432,0,12865.01,N
73,A,0.2144,0,12865.45,N
374,B,0.5147,0,12869.08,N
105,B,0.286,0,12872.01,N
49,A,0.2145,0,12873.1,N
92,A,0,0,12882.06,N
57,A,0.6441,0,12883.01,Y
115,A,0.4295,0,12887.11,N
12,B,0.8594,0,12891.94,N
71,A,0.4297,0,12892.99,N
54,A,0,0,12893.63,N
171,C,0.7584,0,12894.01,N
116,B,0.8597,0,12896.6,N
252,A,0,0,12899.34,N
58,B,0.516,0,12902.3,N
55,A,0.215,0,12903.48,N
25,A,1.2904,0,12904.09,N
222,A,0,0,12905.85,N
70,A,0.5163,0,12907.95,N
49,A,0.2582,0,12914.64,N
36,A,0.9938,0,12919.73,N
84,B,0.853,0,12919.73,Y
60,A,0.646,0,12921.27,N
12,A,0.3231,0,12926.69,N
465,A,0.6463,0,12927.3,N
25,A,0.5173,0,12932.73,N
127,B,0,0,12933.46,N
42,A,0.8622,0,12934.06,N
48,A,0.1724,0,12934.21,N
69,A,0.5173,0,12934.57,Y
160,A,0.2587,0,12936.47,N
107,D,0.4312,0,12937.46,N
48,A,0.5625,0,12938.62,N
104,C,0.3697,0,12939.86,N
77,A,0.2156,0,12940.16,N
18,B,0.8628,0,12942.89,N
45,A,0.5179,0,12948.73,N
279,A,0,0,12950.24,N
48,A,0.2878,0,12953.16,N
144,A,0.8637,0,12955.98,N
503,C,0.1727,0,12956,N
17,B,0.8639,0,12959.95,N
51,C,0,0,12963.42,N
69,A,0.8643,0,12965.95,Y
36,A,0.6486,0,12973.73,N
57,D,0.865,0,12975.13,N
124,D,0.2596,0,12981.54,N
200,A,0,0,12986.46,N
234,A,0.1731,0,12987.74,N
219,C,0.2597,0,12988.62,N
147,A,0.9992,0,12990.07,Y
196,B,0.2695,0,12990.29,N
61,B,0.1732,0,12992.3,N
44,B,0.8666,0,12999.85,N
69,D,0.2599,0,12999.87,N
,A,0.65,0,13001.95,N
106,A,0.26,0,13002.5,N
76,A,0,0,13007.07,N
99,A,0.6504,0,13007.81,N
214,A,0,0,13012.84,N
144,B,0.4338,0,13014.14,N
76,B,0.7953,0,13016.65,N
45,A,0.2603,0,13017.61,N
92,A,0.8678,0,13018.37,N
51,C,0.5207,0,13019.56,N
60,A,0,0,13021.78,N
275,A,0,0,13022.38,N
59,A,0,0,13023.96,N
77,A,0.7242,0,13026.03,N
58,D,0.6514,0,13029.42,N
165,A,0,0,13032.6,N
162,B,0.2172,0,13033.4,N
86,B,0.4344,0,13033.47,N
47,A,0.8691,0,13036.52,N
190,B,0.5214,0,13037.17,N
30,F,0.5215,0,13038.04,N
43,B,0.6455,0,13038.78,Y
15,A,0,0,13038.89,N
95,B,0.8693,0,13040.8,N
56,A,0.2997,0,13041.99,N
192,A,0,0,13042.04,N
110,B,0.1739,0,13045.95,N
109,B,0.8698,0,13047.33,N
49,B,0.332,0,13048.1,N
184,A,0.261,0,13052.33,N
12,B,0.8703,0,13055.18,N
203,A,0.3263,0,13055.27,N
85,A,0.373,0,13056.67,N
152,A,0.8705,0,13057.53,N
199,D,0.2665,0,13059.01,N
251,B,0,0,13060.04,N
25,A,0,0,13060.3,N
43,A,0.4354,0,13062.89,N
135,B,0,0,13064.96,N
39,A,0,0,13071.73,N
90,E,0.5229,0,13073.1,N
261,B,0.2615,0,13076.82,N
204,B,0.436,0,13081.46,N
194,A,0,0,13086.31,N
69,D,0.3079,0,13086.81,N
24,A,1.0068,0,13088.48,N
43,B,0.4324,0,13089.82,Y
84,A,0,0,13089.89,N
395,C,0.1309,0,13096.01,N
55,A,0,0,13096.07,N
24,A,1.0075,0,13097.92,Y
188,D,0.3274,0,13099,N
185,A,0.8736,0,13104.6,N
92,A,0.2621,0,13107.26,N
249,A,0.8743,0,13114.53,N
45,A,0.9367,0,13115.04,N
200,D,0.5246,0,13117.12,N
42,A,0.6561,0,13122.17,N
84,A,0.2624,0,13123.47,N
128,A,0,0,13123.58,N
37,B,0.8749,0,13124.89,N
104,A,0.8751,0,13127.47,N
81,B,0.8663,0,13129.96,Y
80,B,0.9725,0,13130.37,N
20,A,0.5252,0,13130.95,N
96,A,0.2627,0,13136.04,N
174,A,0,0,13137.26,N
131,A,0.5255,0,13139.44,N
39,B,0.292,0,13140.1,N
116,A,0,0,13140.46,N
32,A,0,0,13140.89,N
87,A,0.6572,0,13145.12,N
55,B,0.6573,0,13146.77,N
216,A,0.3287,0,13149.5,N
177,A,0.2768,0,13152.13,N
113,B,0.8768,0,13153.09,N
145,B,0.8771,0,13157.33,N
153,A,0.1316,0,13165.68,N
293,A,0.6583,0,13167.86,N
39,A,0.878,0,13170.48,N
46,B,0.4392,0,13176.27,N
89,D,0.2636,0,13183.63,N
34,A,0.2197,0,13184.59,N
92,A,0.2929,0,13184.66,N
13,D,0.8791,0,13187.4,N
45,C,0.1318,0,13188.03,N
99,B,0.4396,0,13188.07,N
390,A,0.8794,0,13191.78,N
133,A,0.8795,0,13192.95,Y
363,D,0.1759,0,13198.97,N
57,A,0.528,0,13202.44,N
18,B,0.6603,0,13206.71,Y
40,A,0.8806,0,13209.51,N
159,B,0.2643,0,13215.3,N
400,B,0.1321,0,13215.72,N
51,B,0.8814,0,13220.56,N
168,A,0,0,13228.24,N
48,A,0.5294,0,13237.44,N
14,B,0.8737,0,13239.15,Y
27,B,0.8826,0,13239.24,Y
39,A,0.8826,0,13239.27,N
41,D,0.4377,0,13242.82,N
63,A,0.5297,0,13243.11,N
249,A,0.4416,0,13249.22,N
70,A,0.8738,0,13253.4,Y
47,B,0.7101,0,13254.96,N
28,A,0.6311,0,13254.96,N
79,A,0.2652,0,13262.23,N
84,A,0.2652,0,13264.25,N
104,B,0.9827,0,13267.73,N
169,A,0.0115,0,13267.8,N
82,B,0.2653,0,13267.94,N
113,D,0.2655,0,13277.55,N
12,C,0.8852,0,13279.39,N
78,D,0,0,13279.52,N
97,B,0.8856,0,13284.34,N
13,A,0.6644,0,13289.03,N
172,A,0,0,13294.31,N
95,B,0.1772,0,13295.82,N
355,D,0.4432,0,13297.59,N
67,A,0.1773,0,13300.56,N
39,D,0.6651,0,13301.57,N
51,A,0,0,13302.44,N
657,B,0.1797,0,13305.05,N
77,A,0.2662,0,13310.76,N
24,A,0.4437,0,13311.48,N
43,B,0.6656,0,13313.36,N
37,B,0.9582,0,13319.11,N
83,A,0.8882,0,13323.64,N
67,A,0,0,13327.48,N
36,A,0.5332,0,13332.28,N
66,B,0.2666,0,13332.38,N
207,D,0.8888,0,13332.93,N
88,A,0,0,13334.34,N
38,D,0.381,0,13335.8,Y
24,D,0.8891,0,13337.49,N
16,D,0.8895,0,13342.71,N
107,A,0.3813,0,13348.64,N
39,A,0,0,13348.8,N
15,A,0.8814,0,13354.18,Y
120,B,0.5344,0,13360.88,N
48,A,0.8908,0,13362.4,N
521,B,0.334,0,13363.53,N
60,B,0.4455,0,13365.43,N
38,A,5.3465,0,13366.26,N
162,A,0.2673,0,13367.43,N
38,A,0,0,13367.9,N
178,B,0.5348,0,13369.99,N
40,B,0,0,13377.01,N
13,A,0.6485,0,13379.53,N
24,B,0.7751,0,13381.09,Y
25,B,0.8822,0,13385.56,Y
44,A,0.3826,0,13391.45,N
92,B,0.4466,0,13399.19,N
70,B,0.268,0,13401.79,N
78,A,0.5363,0,13407.51,N
15,B,0,0,13409.04,N
139,C,0.894,0,13410.7,N
42,A,0.8941,0,13412.56,N
23,A,0.8944,0,13416.8,N
14,A,0.8952,0,13428.28,N
42,A,0.4973,0,13428.59,N
303,B,0.8953,0,13429.86,N
84,B,0.6715,0,13431.37,N
49,B,0.4477,0,13432.44,Y
44,B,0.3838,0,13435.72,N
110,B,0.448,0,13445.39,N
25,D,0.8965,0,13448.74,N
48,B,0,0,13449.99,N
19,A,0.8967,0,13450.7,N
68,A,0.0898,0,13455.81,N
245,A,0.4485,0,13457.3,N
24,A,0,0,13458.87,N
26,A,0.3365,0,13462.27,N
146,A,0.5386,0,13465.54,N
162,A,0.7904,0,13465.81,N
84,A,0.8917,0,13468.58,Y
24,C,0.4491,0,13474.7,N
134,A,0.1347,0,13475.38,N
83,A,0.4492,0,13477.29,N
26,A,0.4494,0,13483.11,N
197,A,0.2697,0,13485.3,N
108,A,0.2114,0,13485.9,N
92,C,0.8991,0,13486.82,N
73,D,0.1798,0,13488.42,N
69,A,0.8996,0,13494.41,N
237,A,0.7497,0,13494.63,N
359,D,0.9002,0,13502.57,N
586,B,0,0,13511.87,N
366,A,0.9009,0,13513.7,N
82,A,0.466,0,13514.44,N
37,A,0,0,13520.1,N
289,B,0.2254,0,13525.64,N
55,A,0.2705,0,13528.24,N
116,C,0.4511,0,13532.54,N
37,A,0.6769,0,13538.68,N
26,C,0.9027,0,13541.96,Y
45,B,0.9029,0,13543.78,Y
162,B,0.4232,0,13544.17,N
72,A,0,0,13546.5,N
51,A,0.6777,0,13555.39,N
65,A,0.1807,0,13557.7,N
38,A,0,0,13558.57,N
83,B,0.9039,0,13558.77,N
150,A,0.7398,0,13559.88,N
141,B,0.5721,0,13560.67,N
77,B,0.9044,0,13566.85,N
93,A,0.3015,0,13569.15,N
48,B,0.0669,0,13571.96,N
45,B,0.6786,0,13573.36,N
379,A,0.6787,0,13575.36,N
172,A,0,0,13579.65,N
37,A,0.3603,0,13584.45,N
12,B,0,0,13585.13,N
40,C,0.2717,0,13586.13,N
72,A,0.5181,0,13588.8,Y
12,B,0.5436,0,13590.51,N
55,A,0.906,0,13591.29,N
47,A,0.2265,0,13592.18,N
109,B,0.5227,0,13592.39,N
143,A,0.5438,0,13596.5,N
23,A,0,0,13600.49,N
57,B,0.2092,0,13602.73,N
514,A,0,0,13605.36,N
16,A,0.648,0,13608.49,N
54,A,0.1361,0,13610.64,N
68,A,0.1814,0,13612.12,N
30,A,0.2722,0,13612.85,N
83,A,0.5447,0,13618.13,N
162,B,0.6809,2,13619.53,N
40,A,0.908,0,13619.82,N
124,B,0.454,0,13620.26,N
27,A,0.9081,0,13622.13,N
51,A,0.9081,0,13622.52,N
23,A,0.6811,0,13623.96,Y
214,D,0.6596,0,13635.52,N
26,A,0,0,13639.35,Y
39,B,0.9093,0,13639.55,N
78,D,0,0,13644.42,N
104,B,0.4548,0,13646.32,N
92,B,0.9098,0,13647.68,N
106,B,0.3449,0,13653.54,N
144,C,0.9103,0,13655.2,N
62,B,0.6827,0,13655.83,N
24,D,0.6828,0,13657.64,N
36,B,0.7008,0,13665.71,N
13,A,0.911,0,13665.94,N
55,A,0.3306,0,13668.22,N
51,B,0,0,13670.32,N
73,A,0.9115,0,13673.07,N
139,A,0.4559,0,13678.14,N
12,B,0.9119,0,13679.73,N
54,A,0,0,13683.01,N
113,A,1.0181,0,13685.14,N
128,B,0.9123,0,13685.34,N
90,B,1.0062,1,13686.84,N
64,B,0.2737,0,13687.02,N
19,C,0.5476,0,13691.88,N
85,A,0.2739,0,13696.13,N
95,A,0.2739,0,13697.4,N
19,A,0.9136,0,13704.74,Y
51,A,0,0,13704.86,N
25,D,0.6853,0,13707.77,N
19,A,0.9139,0,13709.18,N
510,D,0.9139,0,13709.67,N
257,B,0.2284,0,13709.72,N
420,D,0.914,0,13711.08,N
151,A,0.1371,0,13718.44,N
139,B,0.2744,0,13721.69,N
208,A,0.2745,0,13727.18,N
118,B,0.9153,0,13729.64,N
72,A,0.2288,0,13730.38,N
598,B,0.3786,0,13731.88,N
225,A,0.7628,0,13732.31,N
38,A,0.5493,0,13733.33,N
111,D,0,0,13733.44,N
15,A,0.916,0,13740.19,Y
84,A,0.3926,0,13741.53,N
125,B,0.3926,0,13742.83,N
39,B,0.9166,0,13749.17,N
71,B,0.9168,0,13751.71,N
45,B,0.9167,0,13751.91,N
50,A,0.9168,0,13752.45,N
55,A,0,0,13755.92,N
50,A,0.5556,0,13766.02,N
55,A,0.2928,0,13766.2,N
259,A,0.6883,0,13766.25,N
98,A,0.1376,0,13768.4,N
107,A,0.2782,0,13772.37,N
54,B,0.3444,0,13776.61,N
231,A,0.7758,0,13781.49,N
50,B,0,0,13781.72,N
12,A,0.9097,0,13781.92,Y
291,A,0,0,13782.32,N
49,A,0.2756,0,13783.27,N
165,A,0,0,13784.96,N
81,A,0.9191,0,13787.54,Y
113,A,0.4598,0,13795.75,N
258,D,0.2759,0,13798.83,N
78,A,,0,13801.71,Y
45,A,0.9201,0,13802.91,N
48,B,0,0,13805.01,N
13,A,0,0,13806.57,N
73,B,0.9206,0,13809.93,Y
111,B,0,0,13813.56,N
75,A,0,0,13815.54,N
98,A,0.4605,0,13816.54,N
50,D,0.6908,0,13816.84,N
15,A,0.6912,0,13824.78,N
65,B,0.5532,0,13830.02,N
160,A,0.461,0,13831.32,N
46,A,0.9222,0,13833.02,Y
107,A,0.9223,0,13834.78,Y
95,D,0.2767,0,13836.78,N
93,B,0.9227,0,13840.8,N
63,B,0.9228,0,13841.58,N
65,B,0.9228,0,13843.21,N
40,B,0.923,0,13845.52,N
277,A,0.5538,0,13846.59,N
58,A,0.4616,0,13848.89,N
307,A,0.554,0,13850.94,N
45,A,0,0,13852.55,N
62,A,0.6926,0,13853.56,N
93,B,0.9236,0,13854.57,N
14,A,0.6928,0,13855.63,N
20,A,0.9148,0,13861.36,Y
38,B,0.1386,0,13861.6,N
118,A,0.5544,0,13862.27,N
60,A,0,0,13864.15,N
101,A,0.9245,0,13867.89,N
473,B,0.2773,0,13868.53,N
61,B,0.2773,0,13869.57,N
52,A,0.603,0,13869.67,N
156,D,0,0,13870.49,N
197,B,0.626,0,13871.04,N
318,A,0.2774,0,13872.95,N
171,B,0.6938,0,13876.32,N
243,A,0,0,13880.85,N
108,A,0.347,0,13881.1,N
70,B,0.9259,0,13888.5,N
17,A,0.6945,0,13891.42,N
347,C,0.9262,0,13894.29,N
94,B,0.9263,0,13895.46,N
24,B,0.9174,0,13896.66,Y
37,C,0.4632,0,13896.72,N
39,A,0.4632,0,13897.18,N
68,B,0.9266,0,13899.15,N
338,B,0,0,13900.55,N
115,A,0.6749,0,13902.72,N
96,B,0.9268,0,13902.96,N
58,A,0.278,0,13903.52,N
198,B,0.3972,0,13904.56,N
17,A,0.9182,0,13905.69,Y
166,A,0,0,13907.27,N
36,A,0.4639,0,13918.21,N
57,D,0.928,0,13920.27,N
355,A,0.0071,0,13923.15,N
153,A,0.9284,0,13927.24,N
72,A,0,0,13928.49,N
160,B,0.6964,0,13928.67,N
208,D,0.4644,0,13932.49,N
50,A,0.2787,0,13935.42,N
122,A,0.929,0,13935.69,N
13,B,0.9291,0,13936.59,N
89,B,0,0,13938.39,N
68,A,0.5576,0,13940.78,N
40,B,,0,13942.46,N
40,B,0.6973,0,13947.63,N
37,A,0.93,0,13950.26,N
226,B,0.766,0,13951.53,N
44,A,0.4651,0,13953.92,N
72,A,0.3988,0,13958.82,N
103,D,0.698,0,13960.61,N
37,B,0,0,13961.99,N
208,A,0.6981,0,13963.13,N
71,A,0,0,13963.66,N
211,A,0.9309,0,13964.51,N
165,A,0,0,13968.67,N
257,B,0.6985,1,13970.69,N
42,B,0.6988,0,13977.28,Y
66,D,0.3494,0,13977.8,N
52,A,0.5597,0,13993.45,N
114,B,0.6997,0,13995.54,N
91,B,0.9331,0,13997.93,N
21,D,0.9332,0,13998.56,N
63,B,0,0,14003.17,N
475,A,0,0,14003.21,N
46,A,0.7002,0,14004.5,N
428,A,0.2822,0,14004.86,Y
220,B,0.9336,0,14005.34,N
105,A,0.9338,0,14007.72,Y
69,C,0.7004,0,14008.79,N
62,B,0.2802,0,14012.21,N
66,B,0.3503,0,14015.79,N
111,D,0.935,0,14025.96,N
16,B,0.935,0,14026.48,Y
65,A,0.187,0,14030.36,N
508,C,0,0,14033.9,N
158,D,0.1403,0,14038.97,N
137,A,0.9362,0,14042.64,N
137,B,0.7022,0,14044.93,N
101,B,0.5201,0,14045.41,N
16,A,0.562,0,14050.23,N
71,B,0.281,0,14051.02,N
189,A,0.281,0,14051.92,N
35,A,0.5067,0,14052.76,N
73,A,0.1406,0,14061.14,N
57,A,0.5624,0,14061.48,N
187,A,0.7031,0,14063.13,N
106,B,0.9375,0,14063.45,N
88,A,0.9377,0,14066.51,N
91,C,0.3196,0,14066.58,N
67,A,0.9377,0,14066.91,N
54,A,0.9379,0,14069.42,N
331,D,0.0342,0,14070.34,N
102,B,0.9381,0,14071.53,N
32,A,0.2814,0,14074.13,N
83,A,0.7038,0,14076.21,N
225,A,0.9384,0,14076.92,N
139,B,0.2815,0,14079.75,N
14,A,0,0,14080.18,N
61,A,0.1408,0,14081.69,N
39,A,0,0,14083.68,N
85,B,0.939,0,14085.55,Y
28,B,0.939,0,14086.35,N
45,A,0.5636,0,14091.27,N
98,A,0.3523,0,14095.04,N
71,A,14.095,0,14095.16,N
315,A,0.3679,0,14096.47,Y
191,A,0.3067,0,14096.76,N
115,B,0.2391,0,14097.68,N
42,A,0.141,0,14104.53,N
38,B,0.9404,0,14106.86,N
25,D,0,0,14107.5,N
24,A,0.5644,0,14110.64,N
142,B,0.9408,0,14112.86,N
13,A,0.941,0,14115.91,N
54,D,0.9412,0,14118.11,N
103,B,0.7059,0,14118.14,N
62,B,0.9415,0,14123.19,N
157,B,0.1412,0,14129.05,N
200,C,0.942,0,14130.49,N
115,B,0.7065,0,14130.62,N
25,A,0.7066,0,14133.5,N
26,B,0,0,14134.1,N
32,B,0.9423,0,14135.03,Y
122,B,0.9425,0,14137.83,N
84,B,0.9425,0,14138.38,N
26,B,0.9426,0,14140.26,Y
74,B,0,0,14140.47,N
61,A,0.9427,0,14141.64,N
36,B,0,0,14142.72,N
117,B,0.5968,0,14145.8,N
122,A,0.943,0,14145.98,N
41,A,0.9431,0,14147,N
70,B,0.4043,0,14151.97,N
153,A,0,0,14153.12,N
117,B,0.9437,0,14156.24,Y
12,B,0,0,14156.45,N
36,C,0.7079,0,14159.58,N
23,A,0.472,0,14161.28,N
65,A,0.5666,0,14165.94,N
94,A,0.6657,0,14171.45,Y
38,A,0.2834,0,14172.46,N
53,B,0.567,0,14175.37,N
92,A,0.945,0,14176.43,N
130,A,0.4725,0,14176.51,N
213,C,0,0,14176.51,N
110,A,0.9451,0,14177.8,N
87,A,0,0,14181.25,N
28,B,0.7668,0,14186.01,N
76,A,0.7093,0,14186.16,N
144,A,0.9458,0,14188.01,Y
45,A,0.9458,0,14188.23,Y
12,D,0.9368,0,14188.52,Y
45,B,0.8369,0,14188.97,N
41,A,0,0,14190.98,N
55,B,0.5678,0,14195.69,N
107,B,0.4732,0,14196,N
121,B,0.9465,0,14198.12,N
63,B,0.3155,0,14201.08,N
107,F,0.7102,0,14204.65,N
109,A,0.1895,0,14214.82,N
73,A,0,0,14215.93,N
49,A,0.9478,0,14217.31,Y
294,B,0.608,0,14219,N
24,B,0.7109,0,14219.66,N
42,A,0.1421,0,14219.98,N
28,B,0.9483,0,14224.71,N
36,C,0.4064,0,14227.45,N
122,A,0.9485,0,14227.64,N
324,A,0.9486,0,14229.55,N
212,C,0.9486,0,14229.75,N
93,A,0,0,14237.1,N
157,B,0.9492,0,14238.6,N
122,C,0,0,14239.44,N
36,A,0.4747,0,14242.57,N
49,A,0.1424,0,14242.6,N
25,A,0.5697,0,14242.68,Y
13,D,0.7121,0,14242.71,N
25,A,0.9495,0,14243.35,N
216,A,0.1424,0,14243.69,N
51,A,0.5697,0,14243.8,N
172,A,0.9031,0,14248.76,N
126,A,0.4749,0,14248.9,N
158,A,0.1438,0,14249.41,N
47,A,0.285,0,14250.43,Y
90,B,0.7126,0,14252.05,N
63,B,0.7126,0,14252.15,N
200,A,0.9502,0,14253.67,N
116,B,0.7127,0,14254.42,N
94,A,0.9504,0,14256.81,N
155,C,0,0,14258.78,N
145,A,0.5703,0,14259.33,N
167,A,0,0,14260.49,N
45,D,0.9508,0,14262.14,N
323,C,0,0,14263.06,N
221,A,0.9508,0,14263.49,N
102,D,0.2377,0,14263.63,N
12,A,0.951,0,14266.13,N
43,A,0,0,14267.9,N
142,A,1.0192,0,14269.06,N
158,B,0.2854,0,14271.64,N
360,A,0.1903,0,14272.63,N
49,A,0,0,14273.67,N
209,A,0.9515,0,14273.76,N
52,A,0,0,14280.38,N
348,A,0.1904,0,14281.62,N
54,A,0.7141,0,14283.37,N
39,A,0.9525,0,14287.85,Y
403,B,0,0,14296.9,N
163,B,0.9531,0,14297.13,N
27,D,0,0,14297.13,Y
115,C,0.9538,0,14308.23,N
211,A,0.1431,0,14310.16,N
205,A,0.9629,0,14316.19,N
222,A,0.9545,0,14318.67,N
195,B,0.9547,0,14320.82,N
109,B,0.2864,0,14321.27,N
343,D,0.5729,0,14324.25,N
43,A,0.191,0,14324.72,N
237,D,0.573,0,14326.44,N
83,B,0.9551,0,14327.8,N
136,A,0.5731,0,14328.24,N
84,A,0,0,14334.66,N
156,A,0.1911,0,14336.74,N
60,B,0.9557,0,14336.75,N
58,A,0.2867,0,14336.75,N
13,D,0.9901,0,14337.01,Y
99,B,0.1593,0,14339.12,N
52,B,0.4097,0,14339.5,N
